"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901674","regulation of histone H3-K27 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901675","negative regulation of histone H3-K27 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901676","positive regulation of histone H3-K27 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901725","regulation of histone deacetylase activity"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901726","negative regulation of histone deacetylase activity"
"GO:0016570","Epigenetic alteration","histone modification","GO:1901727","positive regulation of histone deacetylase activity"
"GO:0016570","Epigenetic alteration","histone modification","GO:1902028","regulation of histone H3-K18 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1902029","positive regulation of histone H3-K18 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1902030","negative regulation of histone H3-K18 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1902464","regulation of histone H3-K27 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1902465","negative regulation of histone H3-K27 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1902466","positive regulation of histone H3-K27 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1903584","regulation of histone deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:1903585","negative regulation of histone deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:1903586","positive regulation of histone deubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:1904173","regulation of histone demethylase activity (H3-K4 specific)"
"GO:0016570","Epigenetic alteration","histone modification","GO:1904174","negative regulation of histone demethylase activity (H3-K4 specific)"
"GO:0016570","Epigenetic alteration","histone modification","GO:1904175","positive regulation of histone demethylase activity (H3-K4 specific)"
"GO:0016570","Epigenetic alteration","histone modification","GO:1905435","regulation of histone H3-K4 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1905436","negative regulation of histone H3-K4 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1905437","positive regulation of histone H3-K4 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1905471","regulation of histone H3-K79 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1905472","negative regulation of histone H3-K79 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1905473","positive regulation of histone H3-K79 dimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990164","histone H2A phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990245","histone H2A-T120 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990258","histone glutamine methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990596","histone H3-K4 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990619","histone H3-K9 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990678","histone H4-K16 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990679","histone H4-K12 deacetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:1990853","histone H2A SQE motif phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000281","regulation of histone H3-T3 phosphorylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000615","regulation of histone H3-K9 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000616","negative regulation of histone H3-K9 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000617","positive regulation of histone H3-K9 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000618","regulation of histone H4-K16 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000619","negative regulation of histone H4-K16 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000620","positive regulation of histone H4-K16 acetylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000751","histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000775","histone H3-S10 phosphorylation involved in chromosome condensation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000776","histone H4 acetylation involved in response to DNA damage stimulus"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000817","regulation of histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore"
"GO:0016570","Epigenetic alteration","histone modification","GO:2000873","regulation of histone H4 acetylation involved in response to DNA damage stimulus"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001160","regulation of histone H3-K79 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001161","negative regulation of histone H3-K79 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001162","positive regulation of histone H3-K79 methylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001166","regulation of histone H2B ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001167","negative regulation of histone H2B ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001168","positive regulation of histone H2B ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001173","regulation of histone H2B conserved C-terminal lysine ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001174","negative regulation of histone H2B conserved C-terminal lysine ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001175","positive regulation of histone H2B conserved C-terminal lysine ubiquitination"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001253","regulation of histone H3-K36 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001254","negative regulation of histone H3-K36 trimethylation"
"GO:0016570","Epigenetic alteration","histone modification","GO:2001255","positive regulation of histone H3-K36 trimethylation"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0000183","rDNA heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0006346","DNA methylation-dependent heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0010964","regulation of heterochromatin assembly by small RNA"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0030466","silent mating-type cassette heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031048","heterochromatin assembly by small RNA"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031055","chromatin remodeling at centromere"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031445","regulation of heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031452","negative regulation of heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031453","positive regulation of heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031454","regulation of extent of heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031507","heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031508","pericentric heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0031509","subtelomeric heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0033696","negative regulation of extent of heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0033697","positive regulation of extent of heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0034080","CENP-A containing nucleosome assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0035042","fertilization, exchange of chromosomal proteins"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0035093","spermatogenesis, exchange of chromosomal proteins"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0035986","senescence-associated heterochromatin focus assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0042766","nucleosome mobilization"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0043044","ATP-dependent chromatin remodeling"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0043156","chromatin remodeling in response to cation stress"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0043486","histone exchange"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0060820","inactivation of X chromosome by heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0060906","negative regulation of heterochromatin assembly by small RNA"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0061186","negative regulation of silent mating-type cassette heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0061187","regulation of ribosomal DNA heterochromatin assembly"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:0061188","negative regulation of ribosomal DNA heterochromatin assembly"
