Disease1,Disease2,Description1,Description2,I1,I2,C12,C12simultaneous,RR,p_value,Category1,Category2,Direction,N1,N2,P1_direction,P2_direction
I67,M81,I67 Other cerebrovascular diseases,M81 Osteoporosis without pathological fracture,4194,9918,359,64,3.541082345,1.99E-14,Cardiovascular,Bone,0,120,175,1,0.701143065
I67,J45,I67 Other cerebrovascular diseases,J45 Asthma,4194,37337,670,77,1.755500932,0,Cardiovascular,Respiratory,-1,129,464,1,4.31E-24
I60,I67,I60 Subarachnoid haemorrhage,I67 Other cerebrovascular diseases,1106,4194,253,81,22.37850529,2.22E-16,Cardiovascular,Cardiovascular,0,142,30,0.029534585,1
I67,M54,I67 Other cerebrovascular diseases,M54 Dorsalgia,4194,21562,583,67,2.645118874,5.16E-14,Cardiovascular,Spine,0,180,336,1,0.000130591
G44,I67,G44 Other headache syndromes,I67 Other cerebrovascular diseases,780,4194,41,10,5.142270704,3.33E-16,Neurological,Cardiovascular,0,26,5,0.058637603,0.999999949
H81,I67,H81 Disorders of vestibular function,I67 Other cerebrovascular diseases,1554,4194,69,31,4.343739356,0,"Ear, Nose, Throat",Cardiovascular,0,21,17,0.999681914,0.999995452
E53,I67,E53 Deficiency of other B group vitamins,I67 Other cerebrovascular diseases,1339,4194,64,14,4.675898533,1.22E-15,Nutritional,Cardiovascular,0,24,26,0.98361712,0.948289061
I67,N17,I67 Other cerebrovascular diseases,N17 Acute renal failure,4194,9312,627,97,6.587039306,0,Cardiovascular,Urinary,0,295,235,0.935472204,1
G83,I67,G83 Other paralytic syndromes,I67 Other cerebrovascular diseases,569,4194,53,8,9.112326757,7.77E-16,Neurological,Cardiovascular,0,22,23,0.915511089,0.864160417
G93,I67,G93 Other disorders of brain,I67 Other cerebrovascular diseases,2484,4194,214,71,8.428064746,0,Neurological,Cardiovascular,0,64,79,0.999999999,0.999955455
G25,I67,G25 Other extrapyramidal and movement disorders,I67 Other cerebrovascular diseases,1062,4194,68,15,6.263975889,9.99E-16,Neurological,Cardiovascular,0,25,28,0.989736533,0.942872847
I44,I67,I44 Atrioventricular and left bundle-branch block,I67 Other cerebrovascular diseases,6063,4194,301,63,4.85673725,1.25E-14,Cardiovascular,Cardiovascular,0,128,110,0.996044658,0.999999008
F17,I67,F17 Mental and behavioural disorders due to use of tobacco,I67 Other cerebrovascular diseases,18179,4194,593,126,3.191173267,0,Psychiatric,Cardiovascular,0,296,171,0.532723825,1
E87,I67,"E87 Other disorders of fluid, electrolyte and acid-base balance",I67 Other cerebrovascular diseases,9766,4194,638,138,6.391012106,0,Metabolic,Cardiovascular,0,245,255,0.999999998,0.999999851
A41,I67,A41 Other septicaemia,I67 Other cerebrovascular diseases,6601,4194,344,47,5.098170918,2.88E-14,Infectious,Cardiovascular,0,124,173,0.99999993,0.4785061
I67,K72,I67 Other cerebrovascular diseases,"K72 Hepatic failure, not elsewhere classified",4194,585,42,8,7.023589254,7.77E-16,Cardiovascular,Hepatobiliary pancreas,0,14,20,0.990239764,0.678015522
I67,I70,I67 Other cerebrovascular diseases,I70 Atherosclerosis,4194,1940,152,20,7.664918465,0,Cardiovascular,Cardiovascular,0,55,77,0.999775734,0.467694685
G51,I67,G51 Facial nerve disorders,I67 Other cerebrovascular diseases,1260,4194,78,23,6.056054,1.33E-15,Neurological,Cardiovascular,0,29,26,0.991573455,0.99898443
I67,N39,I67 Other cerebrovascular diseases,N39 Other disorders of urinary system,4194,27390,1009,136,3.603834308,0,Cardiovascular,Urinary,0,387,486,1,0.884217412
F32,I67,F32 Depressive episode,I67 Other cerebrovascular diseases,18765,4194,679,114,3.539866527,0,Psychiatric,Cardiovascular,0,336,229,0.620569794,1
I65,I67,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I67 Other cerebrovascular diseases,1525,4194,297,103,19.0525139,0,Cardiovascular,Cardiovascular,0,120,74,0.999631442,1
D50,I67,D50 Iron deficiency anaemia,I67 Other cerebrovascular diseases,13019,4194,443,42,3.328831256,0,Hematological,Cardiovascular,0,219,182,0.612185269,0.999930697
I67,J22,I67 Other cerebrovascular diseases,J22 Unspecified acute lower respiratory infection,4194,11590,535,61,4.515813811,0,Cardiovascular,Respiratory,0,216,258,0.999996758,0.806382087
I21;I22,I67,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,I67 Other cerebrovascular diseases,11771,4194,370,46,3.075063198,0,Cardiovascular,Cardiovascular,1,242,82,1.60E-09,1
I25,I67,I25 Chronic ischaemic heart disease,I67 Other cerebrovascular diseases,36556,4194,1281,309,3.428121,0,Cardiovascular,Cardiovascular,0,684,288,0.008117664,1
G81,I67,G81 Hemiplegia,I67 Other cerebrovascular diseases,2448,4194,535,104,21.38001719,9.99E-16,Neurological,Cardiovascular,0,214,217,0.999998597,0.999995126
I67,J96,I67 Other cerebrovascular diseases,"J96 Respiratory failure, not elsewhere classified",4194,3669,228,38,6.079289379,0,Cardiovascular,Respiratory,0,104,86,0.917922554,0.999925768
G20,I67,G20 Parkinson's disease,I67 Other cerebrovascular diseases,1935,4194,120,21,6.066887728,2.22E-16,Neurological,Cardiovascular,0,65,34,0.20571161,0.999999566
I67,I69,I67 Other cerebrovascular diseases,I69 Sequelae of cerebrovascular disease,4194,2016,549,87,26.64081447,0,Cardiovascular,Cardiovascular,0,273,189,0.567766478,1
B37,J95,B37 Candidiasis,"J95 Postprocedural respiratory disorders, not elsewhere classified",3662,559,42,10,8.418083904,3.33E-16,Infectious,Respiratory,0,14,18,0.990239764,0.860021881
B37,B97,B37 Candidiasis,B97 Viral agents as the cause of diseases classified to other chapters,3662,776,35,11,5.053381553,3.02E-14,Infectious,Infectious,0,15,9,0.84474767,0.999060887
B37,K59,B37 Candidiasis,K59 Other functional intestinal disorders,3662,17737,742,135,4.687049141,4.83E-14,Infectious,Gastrointestinal,0,264,343,1,0.981840203
B37,L53,B37 Candidiasis,L53 Other erythematous conditions,3662,816,59,12,8.100981128,0,Infectious,Dermatological,0,21,26,0.990831456,0.851202396
B37,K12,B37 Candidiasis,K12 Stomatitis and related lesions,3662,1314,159,70,13.55743487,2.11E-15,Infectious,Oral,0,43,46,0.999999999,0.999999978
B37,J10,B37 Candidiasis,J10 Influenza due to identified influenza virus,3662,416,41,8,11.04247167,4.44E-16,Infectious,Respiratory,0,15,18,0.970208056,0.82555556
B37,C15,B37 Candidiasis,C15 Malignant neoplasm of oesophagus,3662,1052,80,13,8.520204422,0,Infectious,Neoplasm,0,9,58,1,3.51E-05
B37,J86;J93,B37 Candidiasis,J86 Pyothorax;J93 Pneumothorax,3662,1710,91,23,5.962399194,5.55E-16,Infectious,Respiratory,0,25,43,0.999996326,0.735198952
B37,E78,B37 Candidiasis,E78 Disorders of lipoprotein metabolism and other lipidaemias,3662,53818,934,60,1.944442431,1.31E-13,Infectious,Metabolic,-1,249,625,1,1.14E-25
B37,E11,B37 Candidiasis,E11 Non-insulin-dependent diabetes mellitus,3662,29261,606,62,2.32038061,3.35E-14,Infectious,Endocrine,-1,134,410,1,1.12E-18
A40,B37,A40 Streptococcal septicaemia,B37 Candidiasis,411,3662,26,7,7.087732097,3.47E-14,Infectious,Infectious,0,8,11,0.985520363,0.836530209
B37,B95,B37 Candidiasis,B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,3662,6041,362,109,6.713909801,0,Infectious,Infectious,0,113,140,1,0.999994089
B37,K65,B37 Candidiasis,K65 Peritonitis,3662,1206,85,14,7.896731752,0,Infectious,Gastrointestinal,0,27,44,0.9997764,0.414211637
B37,I10,B37 Candidiasis,I10 Essential (primary) hypertension,3662,112927,1773,127,1.759084542,0,Infectious,Cardiovascular,-1,361,1285,1,7.56E-83
B37,J42;J44,B37 Candidiasis,J42 Unspecified chronic bronchitis;J44 Other chronic obstructive pulmonary disease,3662,13595,662,95,5.455751052,0,Infectious,Respiratory,-1,176,391,1,1.77E-06
B37,K52,B37 Candidiasis,K52 Other non-infective gastro-enteritis and colitis,3662,21312,617,66,3.243670448,0,Infectious,Gastrointestinal,-1,143,408,1,4.45E-16
B37,E86,B37 Candidiasis,E86 Volume depletion,3662,4989,417,104,9.364795943,3.11E-15,Infectious,Metabolic,0,155,158,0.999999948,0.999999741
B37,I85,B37 Candidiasis,I85 Oesophageal varices,3662,790,48,9,6.807535482,0,Infectious,Cardiovascular,0,11,28,0.999969152,0.156163404
B37,K31,B37 Candidiasis,K31 Other diseases of stomach and duodenum,3662,11640,397,136,3.821319003,2.13E-14,Infectious,Gastrointestinal,0,114,147,1,0.999999924
A04,B37,A04 Other bacterial intestinal infections,B37 Candidiasis,3827,3662,180,42,5.269747548,0,Infectious,Infectious,0,72,66,0.997165859,0.999880462
B37,K70,B37 Candidiasis,K70 Alcoholic liver disease,3662,1244,82,13,7.385318672,2.55E-15,Infectious,Hepatobiliary pancreas,0,15,54,0.999999999,0.002717962
B37,K14,B37 Candidiasis,K14 Diseases of tongue,3662,1759,95,35,6.051088899,6.66E-16,Infectious,Oral,0,28,32,0.99998443,0.999537678
B37,J15,B37 Candidiasis,"J15 Bacterial pneumonia, not elsewhere classified",3662,745,83,28,12.48238539,6.66E-16,Infectious,Respiratory,0,30,25,0.995981647,0.99992272
B37,D64,B37 Candidiasis,D64 Other anaemias,3662,18059,748,112,4.640701851,5.70E-14,Infectious,Hematological,0,234,402,1,0.022126723
B37,M19,B37 Candidiasis,M19 Other arthrosis,3662,26203,585,40,2.501385436,7.63E-14,Infectious,Joint,0,206,339,1,6.92E-05
B37,I31,B37 Candidiasis,I31 Other diseases of pericardium,3662,1763,78,18,4.956990173,3.44E-15,Infectious,Cardiovascular,0,21,39,0.99999024,0.545026774
B37,K20;K21,B37 Candidiasis,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,3662,44943,1201,497,2.99403392,0,Infectious,Gastrointestinal,0,220,484,1,1
B37,K30,B37 Candidiasis,K30 Dyspepsia,3662,16821,274,47,1.82504896,6.65E-14,Infectious,Gastrointestinal,0,64,163,1,0.001003885
B37,L89,B37 Candidiasis,L89 Decubitus ulcer,3662,1769,199,46,12.60378572,2.22E-16,Infectious,Dermatological,0,102,51,0.388418853,1
B37,E16,B37 Candidiasis,E16 Other disorders of pancreatic internal secretion,3662,1640,116,19,7.924829162,1.44E-15,Infectious,Endocrine,0,48,49,0.974635222,0.961368868
B37,I50,B37 Candidiasis,I50 Heart failure,3662,8926,332,50,4.167321137,0,Infectious,Cardiovascular,0,114,168,0.999999997,0.434627052
B37,F05,B37 Candidiasis,"F05 Delirium, not induced by alcohol and other psychoactive substances",3662,1557,106,23,7.627689752,2.00E-15,Infectious,Psychiatric,0,57,26,0.248377197,0.999999978
B37,K91,B37 Candidiasis,"K91 Postprocedural disorders of digestive system, not elsewhere classified",3662,2347,138,26,6.587820607,5.55E-16,Infectious,Gastrointestinal,0,51,61,0.999230073,0.926204068
B37,K22,B37 Candidiasis,K22 Other diseases of oesophagus,3662,14304,510,188,3.994739301,3.18E-14,Infectious,Gastrointestinal,0,108,214,1,0.999884696
B37,N76,B37 Candidiasis,N76 Other inflammation of vagina and vulva,3662,1038,35,17,3.777865207,8.49E-11,Infectious,Female genital organs,0,7,11,0.999941579,0.991663076
B37,I95,B37 Candidiasis,I95 Hypotension,3662,8464,394,67,5.215504623,0,Infectious,Cardiovascular,0,149,178,0.999999547,0.975349741
B37,D69,B37 Candidiasis,D69 Purpura and other haemorrhagic conditions,3662,2680,159,28,6.64719008,2.11E-15,Infectious,Hematological,0,54,77,0.999984079,0.682833047
B37,E03,B37 Candidiasis,E03 Other hypothyroidism,3662,20958,386,49,2.063541637,1.06E-13,Infectious,Endocrine,-1,95,242,1,3.48E-07
B37,L03,B37 Candidiasis,L03 Cellulitis,3662,10516,360,38,3.835550374,2.24E-14,Infectious,Dermatological,0,127,195,0.999999993,0.063143762
B37,K57,B37 Candidiasis,K57 Diverticular disease of intestine,3662,41136,686,46,1.868434269,1.15E-13,Infectious,Gastrointestinal,-1,235,405,1,1.25E-06
B37,B96,B37 Candidiasis,B96 Other bacterial agents as the cause of diseases classified to other chapters,3662,13036,687,188,5.904568331,1.81E-14,Infectious,Infectious,0,212,287,1,0.999993465
B37,J45,B37 Candidiasis,J45 Asthma,3662,37337,935,111,2.805743456,4.94E-14,Infectious,Respiratory,-1,144,680,1,1.39E-45
B37,H10,B37 Candidiasis,H10 Conjunctivitis,3662,411,32,8,8.723362581,0,Infectious,Ophthalmological,0,10,14,0.989969196,0.811457206
B37,J13,B37 Candidiasis,J13 Pneumonia due to Streptococcus pneumoniae,3662,422,35,12,9.292474136,1.11E-16,Infectious,Respiratory,0,13,10,0.955234461,0.99700594
B37,L27,B37 Candidiasis,L27 Dermatitis due to substances taken internally,3662,712,51,12,8.02538637,1.11E-16,Infectious,Dermatological,0,16,23,0.997699345,0.799469004
B37,K44,B37 Candidiasis,K44 Diaphragmatic hernia,3662,39329,893,258,2.543983689,1.09E-13,Infectious,Gastrointestinal,0,168,467,1,0.090342685
B37,J98,B37 Candidiasis,J98 Other respiratory disorders,3662,5690,367,62,7.226525932,6.99E-15,Infectious,Respiratory,0,141,164,0.999996745,0.981672296
B37,N17,B37 Candidiasis,N17 Acute renal failure,3662,9312,608,135,7.315371391,2.10E-14,Infectious,Urinary,0,228,245,1,0.999999354
B37,F17,B37 Candidiasis,F17 Mental and behavioural disorders due to use of tobacco,3662,18179,529,53,3.260329173,4.49E-14,Infectious,Psychiatric,0,169,307,1,0.000126434
B00,B37,B00 Herpesviral [herpes simplex] infections,B37 Candidiasis,432,3662,40,16,10.37413779,6.66E-16,Infectious,Infectious,0,10,14,0.999660226,0.980761346
B37,B98,B37 Candidiasis,B98 Other specified infectious agents as the cause of diseases classified to other chapters,3662,1946,65,32,3.742366254,4.77E-15,Infectious,Infectious,0,19,14,0.999788935,0.999999416
B37,E87,B37 Candidiasis,"E87 Other disorders of fluid, electrolyte and acid-base balance",3662,9766,648,129,7.434196797,0,Infectious,Metabolic,0,260,259,0.999999815,0.999999879
A41,B37,A41 Other septicaemia,B37 Candidiasis,6601,3662,619,172,10.50646659,1.78E-15,Infectious,Infectious,0,255,192,0.999995341,1
B37,D61,B37 Candidiasis,D61 Other aplastic anaemias,3662,716,68,14,10.64073575,6.66E-16,Infectious,Hematological,0,21,33,0.999542805,0.64184962
B37,J02,B37 Candidiasis,J02 Acute pharyngitis,3662,1291,71,21,6.161803918,2.78E-15,Infectious,"Ear, Nose, Throat",0,24,26,0.997967442,0.991502674
B37,D73,B37 Candidiasis,D73 Diseases of spleen,3662,777,40,9,5.767860394,7.77E-16,Infectious,Hematological,0,15,16,0.959654766,0.923070028
B37,N39,B37 Candidiasis,N39 Other disorders of urinary system,3662,27390,866,159,3.542432856,6.75E-14,Infectious,Urinary,0,231,476,1,0.001923359
B37,F32,B37 Candidiasis,F32 Depressive episode,3662,18765,520,43,3.104777929,7.59E-14,Infectious,Psychiatric,0,174,303,1,9.38E-05
B37,D50,B37 Candidiasis,D50 Iron deficiency anaemia,3662,13019,414,73,3.562857738,1.71E-14,Infectious,Hematological,0,142,199,1,0.798268669
B37,J22,B37 Candidiasis,J22 Unspecified acute lower respiratory infection,3662,11590,620,102,5.99354846,0,Infectious,Respiratory,0,171,347,1,0.001669039
B37,I25,B37 Candidiasis,I25 Chronic ischaemic heart disease,3662,36556,673,61,2.062681451,1.16E-13,Infectious,Cardiovascular,-1,184,428,1,8.41E-13
A09,B37,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,B37 Candidiasis,10766,3662,504,90,5.245077729,0,Infectious,Infectious,0,210,204,0.99992607,0.999992663
B37,C22,B37 Candidiasis,C22 Malignant neoplasm of liver and intrahepatic bile ducts,3662,578,40,8,7.753680841,1.11E-16,Infectious,Neoplasm,0,13,19,0.991705498,0.682085999
B37,D70,B37 Candidiasis,D70 Agranulocytosis,3662,4914,447,130,10.19173537,0,Infectious,Hematological,0,95,222,1,0.575016051
B37,J96,B37 Candidiasis,"J96 Respiratory failure, not elsewhere classified",3662,3669,303,75,9.252746936,0,Infectious,Respiratory,0,115,113,0.999990296,0.999996683
B37,K29,B37 Candidiasis,K29 Gastritis and duodenitis,3662,42719,1176,433,3.084338333,0,Infectious,Gastrointestinal,0,211,532,1,0.999512176
B37,K92,B37 Candidiasis,K92 Other diseases of digestive system,3662,14676,416,56,3.175860335,0,Infectious,Gastrointestinal,0,143,217,1,0.202297738
D46,K59,D46 Myelodysplastic syndromes,K59 Other functional intestinal disorders,444,17737,75,6,3.907439251,2.22E-16,Neoplasm,Gastrointestinal,0,48,21,0.010149203,0.999967525
D46,K12,D46 Myelodysplastic syndromes,K12 Stomatitis and related lesions,444,1314,40,5,28.13039066,0,Neoplasm,Oral,0,29,6,0.003213288,0.999999309
D46,E78,D46 Myelodysplastic syndromes,E78 Disorders of lipoprotein metabolism and other lipidaemias,444,53818,99,9,1.69988201,7.33E-07,Neoplasm,Metabolic,0,36,54,0.997679673,0.210761672
D46,N18,D46 Myelodysplastic syndromes,N18 Chronic renal failure,444,9082,64,12,6.511928356,0,Neoplasm,Urinary,0,34,18,0.353990377,0.999886559
D46,I10,D46 Myelodysplastic syndromes,I10 Essential (primary) hypertension,444,112927,208,13,1.702067117,1.05E-12,Neoplasm,Cardiovascular,0,62,133,0.999999999,3.50E-05
D46,J42;J44,D46 Myelodysplastic syndromes,J42 Unspecified chronic bronchitis;J44 Other chronic obstructive pulmonary disease,444,13595,46,5,3.126725512,5.55E-11,Neoplasm,Respiratory,0,17,24,0.972961984,0.441497956
D46,K52,D46 Myelodysplastic syndromes,K52 Other non-infective gastro-enteritis and colitis,444,21312,57,5,2.471506663,1.90E-09,Neoplasm,Gastrointestinal,0,29,23,0.5,0.94441944
D46,D64,D46 Myelodysplastic syndromes,D64 Other anaemias,444,18059,187,5,9.568834561,1.11E-15,Neoplasm,Hematological,-1,53,129,0.999999999,1.11E-07
C92,D46,C92 Myeloid leukaemia,D46 Myelodysplastic syndromes,664,444,115,5,160.0445532,0,Neoplasm,Neoplasm,-1,22,88,1,4.96E-09
D46,K20;K21,D46 Myelodysplastic syndromes,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,444,44943,85,9,1.7477045,1.49E-06,Neoplasm,Gastrointestinal,0,31,45,0.995581897,0.332322745
D46,I50,D46 Myelodysplastic syndromes,I50 Heart failure,444,8926,59,8,6.1081018,0,Neoplasm,Cardiovascular,0,32,19,0.301461601,0.998103147
D46,D47,D46 Myelodysplastic syndromes,"D47 Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",444,963,66,8,63.33281412,0,Neoplasm,Neoplasm,0,22,36,0.997863797,0.269291388
D46,I95,D46 Myelodysplastic syndromes,I95 Hypotension,444,8464,65,9,7.096575693,0,Neoplasm,Cardiovascular,0,39,17,0.068016197,0.999974576
D46,D69,D46 Myelodysplastic syndromes,D69 Purpura and other haemorrhagic conditions,444,2680,117,10,40.34244403,4.44E-16,Neoplasm,Hematological,0,42,65,0.999221399,0.133591152
D46,L03,D46 Myelodysplastic syndromes,L03 Cellulitis,444,10516,65,5,5.711812159,0,Neoplasm,Dermatological,0,39,21,0.068016197,0.998686812
B96,D46,B96 Other bacterial agents as the cause of diseases classified to other chapters,D46 Myelodysplastic syndromes,13036,444,75,8,5.316527309,0,Infectious,Neoplasm,0,21,46,0.999967525,0.031974958
D46,J98,D46 Myelodysplastic syndromes,J98 Other respiratory disorders,444,5690,39,7,6.333787346,0,Neoplasm,Respiratory,0,20,12,0.5,0.995262348
D46,N17,D46 Myelodysplastic syndromes,N17 Acute renal failure,444,9312,106,10,10.51898983,2.66E-15,Neoplasm,Urinary,1,78,18,6.26E-07,1
D46,E87,D46 Myelodysplastic syndromes,"E87 Other disorders of fluid, electrolyte and acid-base balance",444,9766,94,11,8.894514984,0,Neoplasm,Metabolic,0,56,27,0.039487774,0.999991342
A41,D46,A41 Other septicaemia,D46 Myelodysplastic syndromes,6601,444,163,23,22.81860072,1.22E-15,Infectious,Neoplasm,0,34,106,1,7.66E-05
D46,D61,D46 Myelodysplastic syndromes,D61 Other aplastic anaemias,444,716,99,12,127.7712989,0,Neoplasm,Hematological,0,24,63,0.999999957,0.004316793
D46,N39,D46 Myelodysplastic syndromes,N39 Other disorders of urinary system,444,27390,80,5,2.699038579,1.41E-14,Neoplasm,Urinary,0,44,31,0.217021128,0.983503691
D46,F32,D46 Myelodysplastic syndromes,F32 Depressive episode,444,18765,48,7,2.363762323,1.21E-07,Neoplasm,Psychiatric,0,15,26,0.997242399,0.332732906
D46,D50,D46 Myelodysplastic syndromes,D50 Iron deficiency anaemia,444,13019,64,8,4.542694011,0,Neoplasm,Hematological,0,16,40,0.999987818,0.029970595
D46,J22,D46 Myelodysplastic syndromes,J22 Unspecified acute lower respiratory infection,444,11590,97,8,7.733915732,0,Neoplasm,Respiratory,0,53,36,0.208387421,0.996020272
D46,I25,D46 Myelodysplastic syndromes,I25 Chronic ischaemic heart disease,444,36556,90,7,2.275071124,4.40E-12,Neoplasm,Cardiovascular,0,28,55,0.999906122,0.022298762
