GenAge ID,symbol,name,organism,entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence
819,Hnrnpd,heterogeneous nuclear ribonucleoprotein D,Mus musculus,11991,,Decrease,Pro-Longevity
820,Htt,Huntingtin,Mus musculus,15194,18,Increase,Anti-Longevity
821,Jund,Jun proto-oncogene related gene d,Mus musculus,16478,17,Decrease,Pro-Longevity
822,Kcna3,"Potassium voltage-gated channel, shaker-related subfamily, member 3",Mus musculus,16491,22,Increase,Anti-Longevity
823,Pparg,Peroxisome proliferator activated receptor gamma,Mus musculus,19016,,Increase and Decrease,Pro-Longevity
824,Sirt7,"Sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae)",Mus musculus,209011,59,Decrease,Pro-Longevity
825,Slc13a1,"Solute carrier family 13 (sodium/sulfate symporters), member 1",Mus musculus,55961,25,Increase,Anti-Longevity
826,Socs2,Suppressor of cytokine signaling 2,Mus musculus,216233,35,Decrease,Pro-Longevity
827,Sod2,"Superoxide dismutase 2, mitochondrial",Mus musculus,20656,43,Decrease,Pro-Longevity
828,Topors,"Topoisomerase I binding, arginine/serine-rich ",Mus musculus,106021,42,Decrease,Pro-Longevity
829,Tpp2,Tripeptidyl peptidase II,Mus musculus,22019,,Decrease,Pro-Longevity
830,Trp53bp1,Transformation related protein 53 binding protein 1,Mus musculus,27223,,Increase,Anti-Longevity
831,14-3-3epsilon,CG31196 gene product from transcript CG31196-RA,Drosophila melanogaster,42186,49,Increase,Anti-Longevity
832,Akt1,CG4006 gene product from transcript CG4006-RA,Drosophila melanogaster,41957,11,Decrease,Pro-Longevity
833,alpha-Man-I,Alpha Mannosidase I,Drosophila melanogaster,31957,39,Increase,Anti-Longevity
834,Atg2,Autophagy-specific gene 2,Drosophila melanogaster,38344,28,Increase,Pro-Longevity
835,Aut1,Aut1 -CG6877 gene product from transcript CG6877-RA,Drosophila melanogaster,40044,28,Decrease,Pro-Longevity
836,bam,bag of marbles,Drosophila melanogaster,43038,50,Increase,Pro-Longevity
837,bsk,basket,Drosophila melanogaster,44801,16,Decrease,Pro-Longevity
838,CG17856,CG17856 gene product from transcript CG17856-RA,Drosophila melanogaster,43369,18,Increase,Anti-Longevity
839,CG18809,CG18809 gene product from transcript CG18809-RA,Drosophila melanogaster,59170,19,Increase,Anti-Longevity
840,CG5389,CG5389 gene product from transcript CG5389-RA,Drosophila melanogaster,39761,11,Increase,Anti-Longevity
841,CG9172,CG9172 gene product from transcript CG9172-RA,Drosophila melanogaster,32565,46,Increase,Anti-Longevity
842,DNApol-gamma35,DNA polymerase Gamma,Drosophila melanogaster,3772064,52,Decrease,Anti-Longevity
843,Dys,Dystrophin,Drosophila melanogaster,42327,,Decrease,Pro-Longevity
844,E(z),Enhancer of zeste,Drosophila melanogaster,39203,76,Increase,Anti-Longevity
845,Edem1,CG3810 gene product from transcript CG3810-RC,Drosophila melanogaster,31154,30,Increase,Anti-Longevity
846,elav,embryonic lethal abnormal vision,Drosophila melanogaster,31000,66,Decrease,Pro-Longevity
847,esc,extra sexcombs,Drosophila melanogaster,34595,59,Increase,Anti-Longevity
848,fh,frataxin homolog,Drosophila melanogaster,31845,35,Increase,Pro-Longevity
849,Gadd45,CG11086 gene product from transcript CG11086-RA,Drosophila melanogaster,35646,77,Increase,Pro-Longevity
850,Gr63a,Gustatory receptor 63a,Drosophila melanogaster,38453,30,Increase,Anti-Longevity
851,GstS1,Glutathione S transferase S1,Drosophila melanogaster,36927,33,Increase,Pro-Longevity
852,hebe,hebe gene product from transcript hebe-RD ,Drosophila melanogaster,36011,24,Increase,Pro-Longevity
853,Hsc70-3,Heat shock protein cognate 3,Drosophila melanogaster,32133,27,Increase,Pro-Longevity
854,Hsp22,Heat shock protein 22,Drosophila melanogaster,3772576,,Increase and Decrease,Unclear
855,Ilp2,Insulin-related peptide   ,Drosophila melanogaster,39150,47,Increase,Anti-Longevity
856,Jafrac1,Thioredoxin peroxidase 1,Drosophila melanogaster,53578,29,Increase,Pro-Longevity
857,CG3776,Juvenile hormone esterase binding protein 29 (DmP29),Drosophila melanogaster,37996,42.59999847,Decrease,Anti-Longevity
858,CG3776,Juvenile hormone esterase binding protein 29 (DmP29),Drosophila melanogaster,37996,38.79999924,Decrease,Pro-Longevity
859,Keap1,CG3962 gene product from transcript CG3962-RA,Drosophila melanogaster,42062,10,Increase,Anti-Longevity
860,kermit,CG11546,Drosophila melanogaster,46027,30,Decrease,Pro-Longevity
861,kuk,kugelkern,Drosophila melanogaster,42063,,Decrease,Anti-Longevity
862,l(3)neo18,l(3)neo18,Drosophila melanogaster,46260,24,Increase,Anti-Longevity
863,LBR,Lamin B receptor,Drosophila melanogaster,37482,,Decrease,Anti-Longevity
864,Lnk,CG17367 gene product from transcript CG17367-RC,Drosophila melanogaster,43130,33,Increase,Anti-Longevity
865,loco,locomotion defects,Drosophila melanogaster,42672,,Increase and Decrease,Anti-Longevity
867,magu,magu  gene product from transcript magu -RD,Drosophila melanogaster,36048,5.300000191,Increase,Pro-Longevity
868,mle,Maleless,Drosophila melanogaster,35523,47.5,Decrease,Pro-Longevity
869,Mlp84B,Muscle LIM protein at 84B,Drosophila melanogaster,40849,35,Decrease,Pro-Longevity
870,MTF-1,Metal response element-binding Transcription Factor-1,Drosophila melanogaster,39089,40,Increase,Pro-Longevity
871,Naam,Naam gene product from transcript Naam-RA,Drosophila melanogaster,42348,30,Increase,Pro-Longevity
872,NLaz,Neural Lazarillo,Drosophila melanogaster,33324,30.79999924,Decrease,Pro-Longevity
873,Pex16,peroxin 16,Drosophila melanogaster,40293,75,Decrease,Pro-Longevity
874,Pi3K92E,CG4141 gene product from transcript CG4141-RA,Drosophila melanogaster,42446,5,Decrease,Pro-Longevity
875,Prx5,Peroxiredoxin 5,Drosophila melanogaster,3771951,30,Increase,Pro-Longevity
876,Pten,CG5671 gene product from transcript CG5671-RB,Drosophila melanogaster,43991,12.69999981,Increase,Pro-Longevity
877,Rbp9,RNA-binding protein 9,Drosophila melanogaster,33498,33,Decrease,Pro-Longevity
878,SNF4Agamma,SNF4/AMP-activated protein kinase gamma subunit,Drosophila melanogaster,42515,23,Decrease,Pro-Longevity
879,snz,snazarus (sorting nexin lazarus),Drosophila melanogaster,31704,85,Increase,Anti-Longevity
880,Thor,CG8846 gene product from transcript CG8846-RA,Drosophila melanogaster,33569,22,Increase,Pro-Longevity
881,to,takeout,Drosophila melanogaster,43036,26,Increase,Pro-Longevity
882,yata,CG1973 gene product from transcript CG1973-RA,Drosophila melanogaster,43508,,Decrease,Pro-Longevity
883,Zw,Zwischenferment,Drosophila melanogaster,32974,38,Increase,Pro-Longevity
884,ace-1,abnormal ACEtylcholinesterase,Caenorhabditis elegans,181706,8,Increase,Anti-Longevity
885,adr-1,Adenosine Deaminase that acts on RNA,Caenorhabditis elegans,172542,50,Decrease,Pro-Longevity
886,adr-2,Adenosine Deaminase that acts on RNA,Caenorhabditis elegans,176022,50,Decrease,Pro-Longevity
887,aip-1,Arsenite Inducible Protein,Caenorhabditis elegans,179898,50,Decrease,Pro-Longevity
888,aps-3,"daPtin, Small chain (clathrin associated complex)",Caenorhabditis elegans,171691,40,Increase,Anti-Longevity
889,apy-1,APYrase,Caenorhabditis elegans,181019,,Decrease,Pro-Longevity
890,arf-1.1,ADP-Ribosylation Factor related,Caenorhabditis elegans,191609,10,Increase,Anti-Longevity
891,arr-1,ARRestin family ,Caenorhabditis elegans,180446,35,Increase,Anti-Longevity
892,ash-2,"ASH histone methyltransferase complex subunit (Drosophila absent, small or homeotic discs) ",Caenorhabditis elegans,174838,30,Increase,Anti-Longevity
893,atg-18,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,179246,20,Decrease,Unclear
894,atg-3,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,176921,,Decrease,Pro-Longevity
895,atg-4.1,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,190777,,Decrease,Pro-Longevity
896,atg-4.2,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,3565022,,Decrease,Pro-Longevity
897,atg-5,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,171735,,Decrease,Pro-Longevity
898,atg-9,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,178561,,Increase and Decrease,Pro-Longevity
899,B0024.4,hypothetical protein,Caenorhabditis elegans,179432,15,Increase,Anti-Longevity
900,bub-3, yeast BUB homolog,Caenorhabditis elegans,175018,6,Increase,Anti-Longevity
901,acs-7,hypothetical protein,Caenorhabditis elegans,174472,20,Increase,Anti-Longevity
902,C03H5.3,hypothetical protein,Caenorhabditis elegans,173427,20,Increase,Anti-Longevity
903,sams-3,hypothetical protein,Caenorhabditis elegans,177355,50,Increase,Anti-Longevity
904,CELE_C17H1.7,hypothetical protein,Caenorhabditis elegans,182749,15,Increase,Anti-Longevity
905,CELE_C25H3.9,hypothetical protein,Caenorhabditis elegans,173963,30,Increase,Anti-Longevity
906,CELE_C31B8.4,hypothetical protein,Caenorhabditis elegans,183078,13,Increase,Anti-Longevity
907,klo-1,hypothetical protein,Caenorhabditis elegans,177557,15,Decrease,Pro-Longevity
908,ceh-10,ceh-10 Homeobox,Caenorhabditis elegans,175811,40,Decrease,Pro-Longevity
909,chc-1,Clathrin Heavy Chain,Caenorhabditis elegans,176434,40,Decrease,Pro-Longevity
910,cup-4,Coelomocyte UPtake defective ,Caenorhabditis elegans,176104,10,Decrease,Pro-Longevity
911,cyp-13B1,CYtochrome P450 family,Caenorhabditis elegans,181462,20,Increase,Anti-Longevity
912,D2030.1,"Alpha-1,2-mannosidase I",Caenorhabditis elegans,172510,9,Increase,Anti-Longevity
913,dhs-21,"DeHydrogenases, Short chain ",Caenorhabditis elegans,179741,,Decrease,Pro-Longevity
914,dis-3,DIS3 (yeast disjunction abnormal) exonuclease homolog,Caenorhabditis elegans,177875,11,Decrease,Pro-Longevity
915,dve-1,DVE (Defective proVEntriculus in Drosophila) homolog,Caenorhabditis elegans,180398,53,Decrease,Pro-Longevity
916,klo-2,hypothetical protein,Caenorhabditis elegans,184000,15,Decrease,Pro-Longevity
917,eak-7,hypothetical protein,Caenorhabditis elegans,3564920,30,Increase,Unclear
918,egl-18,Erythroid-Like Transcription factor family,Caenorhabditis elegans,176992,,Increase,Anti-Longevity
919,egl-30,EGg Laying defective   ,Caenorhabditis elegans,171751,38,Increase,Anti-Longevity
920,egl-8,EGg Laying defective   ,Caenorhabditis elegans,178537,83,Increase,Anti-Longevity
921,egl-9,EGg Laying defective,Caenorhabditis elegans,179461,20,Increase,Anti-Longevity
922,eri-1,Enhanced RNAI (RNA interference) ,Caenorhabditis elegans,176868,43,Decrease,Pro-Longevity
923,ets-4,ETS class transcription factor,Caenorhabditis elegans,180927,40,Increase,Anti-Longevity
924,exo-3,EXOnuclease,Caenorhabditis elegans,173069,20,Decrease,Pro-Longevity
925,CELE_F11A3.2,hypothetical protein,Caenorhabditis elegans,179331,14,Increase,Anti-Longevity
926,F11G11.13,hypothetical protein,Caenorhabditis elegans,184367,20,Increase,Anti-Longevity
927,F15B9.6,hypothetical protein,Caenorhabditis elegans,184523,17,Increase,Anti-Longevity
928,F15D3.8,hypothetical protein,Caenorhabditis elegans,184528,10,Increase,Anti-Longevity
929,ent-5,hypothetical protein,Caenorhabditis elegans,184599,20,Increase,Anti-Longevity
930,F22D3.5,hypothetical protein,Caenorhabditis elegans,184826,10,Increase,Anti-Longevity
931,CELE_F23F12.3,hypothetical protein,Caenorhabditis elegans,175926,15,Increase,Anti-Longevity
932,F25B3.5,hypothetical protein,Caenorhabditis elegans,184916,20,Increase,Anti-Longevity
933,grld-1,hypothetical protein,Caenorhabditis elegans,176827,10,Increase,Anti-Longevity
934,F36A2.7,hypothetical protein,Caenorhabditis elegans,172692,80,Increase,Anti-Longevity
935,F45H10.2,hypothetical protein,Caenorhabditis elegans,174992,40,Increase,Anti-Longevity
936,CELE_F53H1.3,hypothetical protein,Caenorhabditis elegans,176945,30,Increase,Anti-Longevity
937,F56H1.7,F56H1.7,Caenorhabditis elegans,6418597,25,Decrease,Pro-Longevity
938,F58F9.7,hypothetical protein,Caenorhabditis elegans,177386,15,Increase,Anti-Longevity
939,slcf-1,hypothetical protein,Caenorhabditis elegans,186633,40,Increase,Anti-Longevity
940,fbxa-188,F-box A protein,Caenorhabditis elegans,185954,13,Increase,Anti-Longevity
941,fzy-1,FiZzY (CDC20 protein family) homolog,Caenorhabditis elegans,266859,25,Increase,Anti-Longevity
942,goa-1,"G protein,O, Alpha subunit",Caenorhabditis elegans,172505,33,Decrease,Pro-Longevity
943,gsa-1,"G protein, Subunit Alpha",Caenorhabditis elegans,171687,84,Decrease,Pro-Longevity
944,hpa-1,hypothetical protein,Caenorhabditis elegans,186781,30,Increase,Anti-Longevity
945,hcf-1,human HCF1 related,Caenorhabditis elegans,177560,40,Increase,Anti-Longevity
946,hpa-2,hypothetical protein,Caenorhabditis elegans,188415,15,Increase,Anti-Longevity
947,hyl-1,Homolog of Yeast Longevity gene,Caenorhabditis elegans,177660,10,Decrease,Pro-Longevity
948,ire-1,IRE1 kinase related,Caenorhabditis elegans,174305,20,Decrease,Pro-Longevity
949,itr-1,Inositol Triphosphate Receptor,Caenorhabditis elegans,177546,53,Increase,Pro-Longevity
950,kat-1,3-Ketoacyl-coA Thiolase,Caenorhabditis elegans,174161,30,Decrease,Pro-Longevity
951,lagr-1,LAG1 (yeast Longevity-Assurance Gene) Related ,Caenorhabditis elegans,189370,10,Decrease,Pro-Longevity
953,let-23,LEThal ,Caenorhabditis elegans,174462,,Increase and Decrease,Pro-Longevity
954,let-502,LEThal,Caenorhabditis elegans,172088,30,Decrease,Pro-Longevity
955,lgg-1,"LC3, GABARAP and GATE-16 family",Caenorhabditis elegans,174050,43,Decrease,Pro-Longevity
956,lin-15B,abnormal cell LINeage,Caenorhabditis elegans,181662,42,Decrease,Pro-Longevity
957,lin-3,abnormal cell LINeage,Caenorhabditis elegans,178001,,Decrease,Pro-Longevity
958,lys-10,LYSozyme,Caenorhabditis elegans,184622,20,Increase,Anti-Longevity
959,lys-6,LYSozyme,Caenorhabditis elegans,178087,13,Increase,Anti-Longevity
960,max-2,Motor AXon guidance,Caenorhabditis elegans,3565400,25,Increase,Anti-Longevity
961,mpk-1,MAP Kinase,Caenorhabditis elegans,175545,16,Decrease,Pro-Longevity
962,mpz-1,Multiple PDZ domain protein,Caenorhabditis elegans,174657,31,Increase,Anti-Longevity
963,mtm-3,MTM (myotubularin) famil,Caenorhabditis elegans,175490,,Decrease,Pro-Longevity
964,ncbp-2,Nuclear Cap-Binding Protein,Caenorhabditis elegans,184953,24,Decrease,Pro-Longevity
965,nlp-7,Neuropeptide-like protein genes family,Caenorhabditis elegans,184647,10,Decrease,Pro-Longevity
966,numr-1,NUclear localized Metal Responsive,Caenorhabditis elegans,176048,,Increase,Pro-Longevity
967,numr-2,NUclear localized Metal Responsive,Caenorhabditis elegans,176049,,Increase,Pro-Longevity
968,ocr-2,Osm-9 and Capsaicin receptor-Related,Caenorhabditis elegans,188314,,Increase,Anti-Longevity
969,pcm-1,Protein Carboxymethyltransferase,Caenorhabditis elegans,178981,30,Increase,Pro-Longevity
970,phb-1,mitochondrial ProHiBitin complex,Caenorhabditis elegans,171768,,Decrease,Pro-Longevity
971,phb-2,mitochondrial ProHiBitin complex,Caenorhabditis elegans,174034,,Decrease,Pro-Longevity
972,CELE_R03D7.4,hypothetical protein,Caenorhabditis elegans,174683,13,Increase,Anti-Longevity
973,R07E4.3,hypothetical protein,Caenorhabditis elegans,180862,20,Increase,Anti-Longevity
974,R12E2.2,hypothetical protein,Caenorhabditis elegans,172011,50,Increase,Anti-Longevity
975,rab-5,RAB family ,Caenorhabditis elegans,172755,50,Decrease,Pro-Longevity
976,rbr-2,RB (Retinoblastoma Binding protein) Related,Caenorhabditis elegans,177985,,Increase and Decrease,Unclear
977,set-2,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,175662,30,Increase,Anti-Longevity
978,set-4,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,174045,20,Increase,Anti-Longevity
979,set-6,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,181371,10,Decrease,Pro-Longevity
980,shc-1,"Src Homology domain C-terminal, adaptor homolog",Caenorhabditis elegans,3565745,38,Decrease,Pro-Longevity
981,skr-5,SKp1 Related (ubiquitin ligase complex component),Caenorhabditis elegans,180148,10,Increase,Anti-Longevity
982,sma-10,hypothetical protein,Caenorhabditis elegans,176849,30,Increase,Anti-Longevity
983,smg-1,Suppressor with Morphological effect on Genitalia,Caenorhabditis elegans,172418,30,Increase,Anti-Longevity
984,sod-1,superoxide dismutase,Caenorhabditis elegans,174141,,Increase,Anti-Longevity
985,sod-2,Superoxide dismutase (24.5 kD) (sod-2),Caenorhabditis elegans,172632,44,Increase,Unclear
986,spp-17,SaPosin-like Protein family,Caenorhabditis elegans,171681,20,Increase,Anti-Longevity
987,sptf-3,Specificity Protein) Transcription Factor,Caenorhabditis elegans,189783,24,Decrease,Pro-Longevity
988,srt-56,"Serpentine Receptor, class T",Caenorhabditis elegans,190663,30,Increase,Anti-Longevity
989,T12E12.1,hypothetical protein,Caenorhabditis elegans,177339,30,Increase,Anti-Longevity
990,T27E9.2,hypothetical protein,Caenorhabditis elegans,176772,20,Increase,Anti-Longevity
991,tbp-1,TATA-Binding Protein,Caenorhabditis elegans,176054,21,Decrease,Pro-Longevity
992,tmem-135,K02G10.3,Caenorhabditis elegans,180740,,Decrease,Unannotated
993,tom-1,TOMosyn synaptic protein,Caenorhabditis elegans,172209,33,Decrease,Pro-Longevity
994,ttx-3,abnormal ThermoTaXis,Caenorhabditis elegans,181357,10,Decrease,Pro-Longevity
995,ucr-2.3,Ubiquinol-Cytochrome c oxidoReductase complex,Caenorhabditis elegans,175248,15,Increase,Anti-Longevity
996,unc-51,UNCoordinated,Caenorhabditis elegans,180311,,Increase and Decrease,Unclear
997,vab-1,Variable ABnormal morphology,Caenorhabditis elegans,173794,20,Increase,Pro-Longevity
998,vhl-1,von Hippel-Lindau tumor suppressor homolog,Caenorhabditis elegans,181321,30,Increase,Anti-Longevity
999,W03G1.8,hypothetical protein,Caenorhabditis elegans,189168,20,Increase,Anti-Longevity
1000,wdr-5.1,Temporarily Assigned Gene name,Caenorhabditis elegans,175474,30,Increase,Anti-Longevity
1001,crtc-1,hypothetical protein,Caenorhabditis elegans,259368,53,Increase,Anti-Longevity
1002,CELE_Y39B6A.3,hypothetical protein,Caenorhabditis elegans,180262,50,Increase,Anti-Longevity
1003,CELE_Y41C4A.11,hypothetical protein,Caenorhabditis elegans,189814,13,Increase,Anti-Longevity
1004,Y43C5A.3,hypothetical protein,Caenorhabditis elegans,189848,20,Increase,Anti-Longevity
1005,CELE_Y46G5A.20,hypothetical protein,Caenorhabditis elegans,174915,15,Increase,Anti-Longevity
1006,Y47D3A.29,hypothetical protein,Caenorhabditis elegans,176544,22,Decrease,Pro-Longevity
1007,CELE_Y47H9C.1,hypothetical protein,Caenorhabditis elegans,173061,10,Increase,Anti-Longevity
1008,CELE_Y52B11A.9,hypothetical protein,Caenorhabditis elegans,173005,20,Decrease,Pro-Longevity
1009,Y71H2AM.5,hypothetical protein,Caenorhabditis elegans,3565081,40,Increase,Anti-Longevity
1010,Parp1,ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase),Mus musculus,11545,25,Decrease,Pro-Longevity
1011,Sirt1,"Sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)  ",Mus musculus,93759,,Increase and Decrease,Pro-Longevity
1012,Pten,Phosphatase and tensin homolog,Mus musculus,19211,,Increase and Decrease,Pro-Longevity
1013,Hsp70Ba,Heat shock 70kDa protein 1A,Drosophila melanogaster,44921,,Increase and Decrease,Unclear
1015,PNC1,Pyrazinamidase and NiCotinamidase,Saccharomyces cerevisiae,852846,,Increase and Decrease,Pro-Longevity
1016,ADD37,Alpha1-proteinase inhibitor-Degradation Deficient,Saccharomyces cerevisiae,855222,,Decrease,Unannotated
1017,ADD66,Alpha1-proteinase inhibitor-Degradation Deficient,Saccharomyces cerevisiae,853629,,Decrease,Unannotated
1018,ADE3,ADEnine requiring,Saccharomyces cerevisiae,853118,,Increase and Decrease,Anti-Longevity
1019,ADH2,Alcohol DeHydrogenase,Saccharomyces cerevisiae,855349,,Increase and Decrease,Anti-Longevity
1020,AEP1,ATPase ExPression,Saccharomyces cerevisiae,855086,,Increase and Decrease,Anti-Longevity
